1333069131 0 0 0 0 0 0 0 0 0 0 0
1334247892 0 0 0 0 0 0 0 0 0 23 0
1334248149 0 0 0 0 0 0 0 0 0 23 0
1334266440 0 0 0 0 0 0 0 0 0 23 0
1334267204 35 0 0 0 0 0 0 0 0 23 0
1334267306 35 0 0 0 0 0 0 0 0 23 0
1334267457 35 0 0 0 0 0 0 0 0 23 0
1334271067 35 0 0 0 0 0 0 0 0 23 0
1334327724 35 0 0 0 0 0 0 0 0 23 0
1334330869 35 0 0 0 0 0 0 0 0 23 0
1334331341 35 0 0 0 0 0 0 0 0 23 0
1334339927 35 0 0 0 0 0 0 0 0 23 0
1334342348 35 0 0 0 0 0 0 0 0 23 0
1334349651 35 59 0 0 0 0 0 0 0 23 0
1334535312 35 59 0 0 0 0 0 0 0 23 0
1334542450 35 59 0 0 0 0 0 0 0 23 0
1334546605 35 59 0 0 0 0 0 0 0 23 0
1334546624 35 59 0 0 0 0 0 0 0 23 0
1334546667 35 59 0 0 0 0 0 0 0 23 0
1334546707 35 59 0 0 0 0 0 0 0 23 0
1334546720 35 59 0 0 0 0 0 0 0 23 0
1334547891 35 59 0 0 0 0 0 0 0 23 0
1334548105 35 59 0 0 0 0 0 0 0 23 0
1334598837 35 59 0 0 0 0 0 0 0 23 0
1334602887 35 175 0 0 0 0 0 0 0 23 0
1334606445 35 179 0 0 0 0 0 0 0 23 0
1334618622 35 226 0 0 0 0 0 0 0 23 0
1334688590 35 417 0 0 0 0 0 0 0 23 0
1334858267 35 641 0 0 0 0 0 0 0 23 0
1334893560 35 641 0 0 0 0 0 0 0 23 0
1334945155 35 641 0 0 0 0 0 0 0 23 0
1334946687 48 641 0 0 0 0 0 0 0 23 0
1334946814 48 641 0 0 0 0 0 0 0 23 0
1334947379 51 641 0 0 0 0 0 0 0 23 0
1334956761 68 641 0 0 0 0 0 0 0 23 0
1334957559 68 641 0 0 0 0 0 0 0 23 0
1334979938 68 641 0 0 0 0 0 0 0 23 0
1334986502 68 641 0 0 0 0 0 0 0 23 0
1335046848 197 641 0 0 0 0 0 0 0 23 0
1335055946 496 641 0 0 0 0 0 0 0 23 0
1335056026 496 641 0 0 0 0 0 0 0 23 0
1335065656 496 641 0 0 0 0 0 0 0 23 0
1335066179 964 641 0 0 0 0 0 0 0 23 0
1335071523 1068 641 0 0 0 0 0 0 0 23 0
1335071782 1076 641 0 0 0 0 0 0 0 23 0
1335072188 1076 641 0 0 0 0 0 0 0 23 0
1335072286 1083 641 0 0 0 0 0 0 0 23 0
1335081875 1315 641 0 0 0 0 0 0 0 23 0
1335105511 1315 641 0 0 0 0 0 0 0 23 0
1335108377 1315 641 0 0 0 0 0 0 0 23 0
1335117416 1315 641 0 0 0 0 0 0 0 23 0
1335119716 1315 641 0 0 0 0 0 0 0 23 0
1335122487 1351 641 0 0 0 0 0 0 0 23 0
1335122694 1351 641 0 0 0 0 0 0 0 23 0
1335123175 1353 641 0 0 0 0 0 0 0 23 0
1335124064 1359 641 0 0 0 0 0 0 0 23 0
1335136495 1692 641 0 0 0 0 0 0 0 23 0
1335136538 1692 641 0 0 0 0 0 0 0 23 0
1335136750 1710 641 0 0 0 0 0 0 0 23 0
1335137138 1765 641 0 0 0 0 0 0 0 23 0
1335138524 1765 641 0 0 0 0 0 0 0 23 0
1335139034 1765 641 0 0 0 0 0 0 0 23 0
1335139204 1765 641 0 0 0 0 0 0 0 23 0
1335143132 1765 641 0 0 0 0 0 0 0 23 0
1335143181 1765 641 0 0 0 0 0 0 0 23 0
1335145015 1774 641 0 0 0 0 0 0 0 23 0
1335147524 1794 641 0 0 0 0 0 0 0 23 0
1335147774 1794 641 0 105 0 0 0 0 0 23 0
1335147821 1794 641 0 105 0 0 0 0 0 23 0
1335149972 1794 641 0 185 0 0 0 0 0 23 0
1335150376 1794 641 0 185 0 0 0 0 0 23 0
1335150554 1794 641 0 185 0 0 0 0 0 23 0
1335150648 1794 641 0 185 0 0 0 0 0 23 0
1335154413 1794 641 0 185 0 0 0 0 0 23 0
1335155095 1817 641 0 185 0 0 0 0 0 23 0
1335157436 1848 641 0 185 0 0 0 0 0 23 0
1335157551 1848 641 0 323 0 0 0 0 0 23 0
1335157672 1848 641 0 323 0 0 0 0 0 23 0
1335158088 1848 641 0 323 0 0 0 0 0 23 0
1335158306 1931 641 0 323 0 0 0 0 0 23 0
1335158477 1931 641 0 323 0 0 0 0 0 23 0
1335158720 1931 641 0 323 0 0 0 0 0 23 0
1335158745 1931 641 0 323 0 0 0 0 0 23 0
