1333069131 0 0 1 0 0 0 0 0 0 0 0
1334247892 0 0 1 0 0 0 0 0 0 1 0
1334248149 0 0 1 0 0 0 0 0 0 2 0
1334266440 1 0 1 0 0 0 0 0 0 2 0
1334267204 2 0 1 0 0 0 0 0 0 2 0
1334267306 3 0 1 0 0 0 0 0 0 2 0
1334267457 4 0 1 0 0 0 0 0 0 2 0
1334271067 4 0 1 0 1 0 0 0 0 2 0
1334327724 4 0 2 0 1 0 0 0 0 2 0
1334330869 4 0 3 0 1 0 0 0 0 2 0
1334331341 4 0 4 0 1 0 0 0 0 2 0
1334339927 4 1 4 0 1 0 0 0 0 2 0
1334342348 4 1 4 0 2 0 0 0 0 2 0
1334349651 4 2 4 0 2 0 0 0 0 2 0
1334535312 5 2 4 0 2 0 0 0 0 2 0
1334542450 6 2 4 0 2 0 0 0 0 2 0
1334546605 7 2 4 0 2 0 0 0 0 2 0
1334546624 8 2 4 0 2 0 0 0 0 2 0
1334546667 9 2 4 0 2 0 0 0 0 2 0
1334546707 10 2 4 0 2 0 0 0 0 2 0
1334546720 11 2 4 0 2 0 0 0 0 2 0
1334547891 12 2 4 0 2 0 0 0 0 2 0
1334548105 13 2 4 0 2 0 0 0 0 2 0
1334598837 13 2 4 0 3 0 0 0 0 2 0
1334602887 13 3 4 0 3 0 0 0 0 2 0
1334606445 13 4 4 0 3 0 0 0 0 2 0
1334618622 13 5 4 0 3 0 0 0 0 2 0
1334688590 13 6 4 0 3 0 0 0 0 2 0
1334858267 13 7 4 0 3 0 0 0 0 2 0
1334893560 13 7 4 0 3 1 0 0 0 2 0
1334945155 14 7 4 0 3 1 0 0 0 2 0
1334946687 15 7 4 0 3 1 0 0 0 2 0
1334946814 16 7 4 0 3 1 0 0 0 2 0
1334947379 17 7 4 0 3 1 0 0 0 2 0
1334956761 18 7 4 0 3 1 0 0 0 2 0
1334957559 19 7 4 0 3 1 0 0 0 2 0
1334979938 20 7 4 0 3 1 0 0 0 2 0
1334986502 21 7 4 0 3 1 0 0 0 2 0
1335046848 22 7 4 0 3 1 0 0 0 2 0
1335055946 23 7 4 0 3 1 0 0 0 2 0
1335056026 24 7 4 0 3 1 0 0 0 2 0
1335065656 25 7 4 0 3 1 0 0 0 2 0
1335066179 26 7 4 0 3 1 0 0 0 2 0
1335071523 27 7 4 0 3 1 0 0 0 2 0
1335071782 28 7 4 0 3 1 0 0 0 2 0
1335072188 29 7 4 0 3 1 0 0 0 2 0
1335072286 30 7 4 0 3 1 0 0 0 2 0
1335081875 31 7 4 0 3 1 0 0 0 2 0
1335105511 32 7 4 0 3 1 0 0 0 2 0
1335108377 33 7 4 0 3 1 0 0 0 2 0
1335117416 34 7 4 0 3 1 0 0 0 2 0
1335119716 35 7 4 0 3 1 0 0 0 2 0
1335122487 36 7 4 0 3 1 0 0 0 2 0
1335122694 37 7 4 0 3 1 0 0 0 2 0
1335123175 38 7 4 0 3 1 0 0 0 2 0
1335124064 39 7 4 0 3 1 0 0 0 2 0
1335136495 40 7 4 0 3 1 0 0 0 2 0
1335136538 41 7 4 0 3 1 0 0 0 2 0
1335136750 42 7 4 0 3 1 0 0 0 2 0
1335137138 43 7 4 0 3 1 0 0 0 2 0
1335138524 43 7 4 1 3 1 0 0 0 2 0
1335139034 43 7 4 2 3 1 0 0 0 2 0
1335139204 44 7 4 2 3 1 0 0 0 2 0
1335143132 45 7 4 2 3 1 0 0 0 2 0
1335143181 46 7 4 2 3 1 0 0 0 2 0
1335145015 47 7 4 2 3 1 0 0 0 2 0
1335147524 48 7 4 2 3 1 0 0 0 2 0
1335147774 48 7 4 3 3 1 0 0 0 2 0
1335147821 48 7 4 4 3 1 0 0 0 2 0
1335149972 48 7 4 5 3 1 0 0 0 2 0
1335150376 49 7 4 5 3 1 0 0 0 2 0
1335150554 50 7 4 5 3 1 0 0 0 2 0
1335150648 51 7 4 5 3 1 0 0 0 2 0
1335154413 52 7 4 5 3 1 0 0 0 2 0
1335155095 53 7 4 5 3 1 0 0 0 2 0
1335157436 54 7 4 5 3 1 0 0 0 2 0
1335157551 54 7 4 6 3 1 0 0 0 2 0
1335157672 54 7 4 7 3 1 0 0 0 2 0
1335158088 55 7 4 7 3 1 0 0 0 2 0
1335158306 56 7 4 7 3 1 0 0 0 2 0
1335158477 56 7 4 7 3 1 1 0 0 2 0
1335158720 56 7 4 8 3 1 1 0 0 2 0
1335158745 56 7 4 9 3 1 1 0 0 2 0
1335163770 57 7 4 9 3 1 1 0 0 2 0
1335163946 58 7 4 9 3 1 1 0 0 2 0
1335199126 58 8 4 9 3 1 1 0 0 2 0
1335199303 58 9 4 9 3 1 1 0 0 2 0
1335202208 58 10 4 9 3 1 1 0 0 2 0
1335202266 58 11 4 9 3 1 1 0 0 2 0
1335202471 58 12 4 9 3 1 1 0 0 2 0
1335203871 58 12 5 9 3 1 1 0 0 2 0
1335204090 58 12 6 9 3 1 1 0 0 2 0
1335204522 58 12 7 9 3 1 1 0 0 2 0
1335204646 58 12 8 9 3 1 1 0 0 2 0
1335204912 58 12 9 9 3 1 1 0 0 2 0
